Dataset,Camera,Category,Author,Organisation/Project,Source,Dataset link,Images,Size in GB (est.),Ground Truth,License,License link,SampleImage,Image Format,DOI,Masks,Description
Crop Field (RGB),,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Crop Field (Multispectral),,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Arch Dam,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Quarry Rock Face,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Airport,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Gravel Pit,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Small Village,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Small Village,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Quarry,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Solar Panel Installation,,Aerial,sensefly,sensefly,https://www.sensefly.com/education/datasets/,,,,,,,,,,,
Construction Site,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,28,,,,,,,,,
Swiss Quarry,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,127,,,,,,,,,
Oblique Imagery,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,37,,,,,,,,,
Near-Infrared,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,167,,,,,,,,,
GSM Tower Inspection,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,95,,,,,,,,,
Swiss Village,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,297,,,,,,,,,
Bridge Column Inspection,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,151,,,,,,,,,
Solar Field Thermography,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,1075,,,,,,,,,
Paris-Le Bourget Airport,,Aerial,dronedata.com,dronedata.com,http://products.dronedata.com/demo/,,557,,,,,,,,,
Quad6K,,,,,http://www.cs.cornell.edu/projects/bigsfm/#data,,,,,,,,,,,
Dubrovnik6K,,,,,http://www.cs.cornell.edu/projects/bigsfm/#data,,,,,,,,,,,
Rome16K,,,,,http://www.cs.cornell.edu/projects/bigsfm/#data,,,,,,,,,,,
NotreDame,,,,,http://www.cs.cornell.edu/projects/bigsfm/#data,,715,,,,,,,,,
1DSfM,,,,,http://www.cs.cornell.edu/projects/bigsfm/#data,,,,,,,,,,,
Trafalgar6K,,,,,http://www.cs.cornell.edu/projects/matchlearn/,,,,,,,,,,,
LondonEye7K,,,,,http://www.cs.cornell.edu/projects/matchlearn/,,,,,,,,,,,
TateModern4K,,,,,http://www.cs.cornell.edu/projects/matchlearn/,,,,,,,,,,,
SanMarco7K,,,,,http://www.cs.cornell.edu/projects/matchlearn/,,,,,,,,,,,
TimesSquare6K,,,,,http://www.cs.cornell.edu/projects/matchlearn/,,,,,,,,,,,
Ladybug,,,,,http://grail.cs.washington.edu/projects/bal/,http://grail.cs.washington.edu/projects/bal/ladybug.html,,,,,,,,,,
Trafalgar Square,,,,,http://grail.cs.washington.edu/projects/bal/,http://grail.cs.washington.edu/projects/bal/trafalgar.html,,,,,,,,,,
Dubrovnik,,,,,http://grail.cs.washington.edu/projects/bal/,http://grail.cs.washington.edu/projects/bal/dubrovnik.html,,,,,,,,,,
Venice,,,,,http://grail.cs.washington.edu/projects/bal/,http://grail.cs.washington.edu/projects/bal/venice.html,,,,,,,,,,
Final,,,,,http://grail.cs.washington.edu/projects/bal/,http://grail.cs.washington.edu/projects/bal/final.html,,,,,,,,,,
Seville,,,,,http://www.cs.cornell.edu/projects/disambig/,,,,,,,,,,,
SacreCoer,,,,,http://www.cs.cornell.edu/projects/disambig/,,,,,,,,,,,
Louvre,,,,,http://www.cs.cornell.edu/projects/disambig/,,,,,,,,,,,
NotreDame,,,,,http://www.cs.cornell.edu/projects/disambig/,,,,,,,,,,,
"University of Arkansas, Fayetteville",,,,,http://gmv.cast.uark.edu/photogrammetry/data/,http://gmv.cast.uark.edu/photogrammetry/data/university-of-arkanas-fayetteville/,,,,,,,,,,
"Tiwanaku, Bolivia",,,,,http://gmv.cast.uark.edu/photogrammetry/data/,http://gmv.cast.uark.edu/photogrammetry/data/tiwanaku-bolivia-photogrammetry-data/,,,,,,,,,,
"Saqsaywaman, Peru",,,,,http://gmv.cast.uark.edu/photogrammetry/data/,http://gmv.cast.uark.edu/photogrammetry/data/cuzco-peru-photogrammetry-data/,,,,,,,,,,
knowth-photogrammetry,,,,,http://gmv.cast.uark.edu/photogrammetry/data/,http://gmv.cast.uark.edu/region-data/data-photogrammetry/knowth-photogrammetry/,,,,,,,,,,
Gabii Photogrammetry,,,,,http://gmv.cast.uark.edu/photogrammetry/data/,http://gmv.cast.uark.edu/region-data/data-photogrammetry/gabii-photogrammetry/,,,,,,,,,,
"Ancient Corinth , Greece","Canon EOS 6D , DJI Phantom 3 , Nikon D90 ",Heritage,"The American School of Classical Studies at Athens , CyArk ",https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=h3r7-t916,https://openheritage3d.org/project.php?id=h3r7-t916,,"12,53",,CC BY-NC-SA ,,,,,,
"Al Azem Palace, Syria","Nikon D90 , Canon EOS 6D ",Heritage,,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=ws0a-3g91,https://openheritage3d.org/project.php?id=ws0a-3g91,,"11,91",,CC BY-NC-SA ,,,,,,
"Waitangi - Te Whare Rūnanga, New Zealand","DJI Phantom 4 Pro , Nikon D810 , Phase One IQ3 ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=qjsg-hq73,https://openheritage3d.org/project.php?id=qjsg-hq73,,"11,93",,CC BY-NC-SA ,,,,,,
"Waitangi - Ngātokimatawhaorua, New Zealand","DJI Phantom 4 Pro , Nikon D810 , Phase One IQ3 ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=v1pz-0r22,https://openheritage3d.org/project.php?id=v1pz-0r22,,"10,81",,CC BY-NC-SA ,,,,,,
"Thomas Jefferson Memorial, United States of America","Nikon D810 , Phase One IQ3 ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=mpkc-8q07,https://openheritage3d.org/project.php?id=mpkc-8q07,,"47,18",,CC BY-NC-SA ,,,,,,
"Temple of Eshmun, Lebanon",Canon EOS 6D ,Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=ys65-1p53,https://openheritage3d.org/project.php?id=ys65-1p53,,"149,53",,CC BY-NC-SA ,,,,,,
"Temple of Apollo - Portara, Greece","DJI Phantom 4 , Canon EOS 6D ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=3axe-1f63,https://openheritage3d.org/project.php?id=3axe-1f63,,"7,46",,CC BY-NC-SA ,,,,,,
"Taos Pueblo, United States of America","Canon EOS 1Ds Mark III , Canon IXUS 220HS ",Heritage,"Nolte Engineering , URC Ventures , CyArk ",https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=yva5-pc90,https://openheritage3d.org/project.php?id=yva5-pc90,,"4,28",,CC BY-NC-SA ,,,,,,
"Annaberg Plantation, United States of America",Trimble UX5 ,Heritage,"CyArk , Trimble ",https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=vv0h-dq68,https://openheritage3d.org/project.php?id=vv0h-dq68,,"9,54",,CC BY-NC-SA ,,,,,,
"Ayutthaya - Wat Phra Si Sanphet, Thailand","Nikon D810 , DJI Phantom 4 Pro ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=taz6-n215,https://openheritage3d.org/project.php?id=taz6-n215,,"256,11",,CC BY-NC-SA ,,,,,,
"Bagan - Ananda Ok Kyaung, Myanmar","Canon EOS 5D SR , Nikon D810 , DJI Phantom 4 Pro ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=sgf3-qp47,https://openheritage3d.org/project.php?id=sgf3-qp47,,"10,32",,CC BY-NC-SA ,,,,,,
"Bagan - Eim Ya Kyaung (Post Earthquake), Myanmar","Nikon D810 , DJI Phantom 4 ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=gsx5-jf85,https://openheritage3d.org/project.php?id=gsx5-jf85,,"24,69",,CC BY-NC-SA ,,,,,,
"Bagan - Eim Ya Kyaung (Pre Earthquake), Myanmar","DJI Insipre 1 , Sony A6000 ",Heritage,"CyArk , Carleton University ",https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=mn3w-xc18,https://openheritage3d.org/project.php?id=mn3w-xc18,,"8,42",,CC BY-NC-SA ,,,,,,
"Bagan - Khe Min Ga Zedi, Myanmar","Canon EOS 5D SR , Nikon D810 , DJI Phantom 4 ",Heritage,CyArk ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=wx4e-hr62,https://openheritage3d.org/project.php?id=wx4e-hr62,,"9,71",,CC BY-NC-SA ,,,,,,
"Bagan - Loka Hteik Pan, Myanmar",Sony A6000 ,Heritage,"CyArk , Carleton University ",https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=05r8-we91,https://openheritage3d.org/project.php?id=05r8-we91,,"8,28",,CC BY-NC-SA ,,,,,,
"Bimaristan Nur al-Din, Syria",Canon EOS 6D ,Heritage,Directorate General of Antiquities and Museums ,https://openheritage3d.org/data,https://openheritage3d.org/project.php?id=nkv2-bn91,https://openheritage3d.org/project.php?id=nkv2-bn91,,"1,29",,CC BY-NC-SA ,,,,,,
